label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.safe,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.BIL.avg,exposure.BIL.min,exposure.BTAL.avg,exposure.BTAL.min,exposure.SPY.avg,exposure.SPY.min,exposure.TQQQ.avg,exposure.TQQQ.min
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2016-07-01,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00866658,0.14982235,0.00833635,0.14982624,32353.76245572,28000.00000000,4353.76245572,0.15549152,0.13265548,0.07318000,0.63375069,0.24345384,0.87110641,0.58708218,-0.22595726,,2013,0.44407572,2015,-0.09577654,368133.33026366,112.04489085,2.52970654,0.00400160,0.11687656,0.04576988,0.35458823,0.14902619,,,0.52662089,0.15228072
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2016-07-01,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00890308,0.14996614,0.00850426,0.14996904,31994.29942758,28000.00000000,3994.29942758,0.14265355,0.12979562,0.06742776,0.62125941,0.24484526,0.85111487,0.54074262,-0.24003216,,2013,0.45743962,2015,-0.09262157,370839.37693594,87.11272966,2.53909155,0.00311117,0.23503319,0.09603770,0.23619128,0.09869959,,,0.52664564,0.15358690
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2016-07-01,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00917252,0.15006538,0.00879385,0.15006714,31617.01169258,28000.00000000,3617.01169258,0.12917899,0.12663302,0.06133815,0.60558823,0.24776010,0.82731456,0.49689453,-0.25484889,,2013,0.47097774,2015,-0.08989504,374014.25402941,62.42661708,2.55194699,0.00222952,0.35298880,0.14522373,0.11791284,0.04901036,,,0.52668894,0.15481336
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2013-07-03,2013-07-03,2016-07-01,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00844974,0.15018355,0.00843928,0.15018401,31224.07610487,28000.00000000,3224.07610487,0.11514558,0.12315608,0.05493797,0.58724178,0.25211761,0.80013402,0.45357182,-0.27152498,,2013,0.48433678,2015,-0.08745218,376363.38088761,37.59670927,2.55967287,0.00134274,0.47159008,0.19623085,,,,,0.52671674,0.15615674
SPY benchmark,sens,sens_2013-07-03,2013-07-03,2016-07-01,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00394821,0.01120590,0.00394999,0.01120708,33609.25876894,28000.00000000,5609.25876894,0.20033067,0.11054883,0.09290447,0.85055028,0.13379589,1.20601478,0.84448542,-0.13090674,334,2013,0.15405076,2015,0.00996807,27916.81669129,1.95417717,0.21223309,0.00006979,,,,,0.99605001,0.98879292,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00758741,0.15091667,0.00761711,0.15092334,29847.94596192,28000.00000000,1847.94596192,0.06599807,0.04151626,0.03191190,0.29004370,0.24029525,0.39580037,0.19046048,-0.21797835,,2014,0.19377648,2015,-0.09977441,309990.67002486,116.21913483,2.60028715,0.00415068,,,0.47585002,0.19904466,,,0.52347590,0.15008650
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00940497,0.15107912,0.00900084,0.15108442,29884.24033120,28000.00000000,1884.24033120,0.06729430,0.04164030,0.03252360,0.29069367,0.23974605,0.39540526,0.18386047,-0.22647772,,2014,0.19035356,2015,-0.09613252,310124.29526965,94.45659693,2.60623268,0.00337345,0.11702452,0.04660855,0.35685365,0.14913900,,,0.52351938,0.15127453
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00940605,0.15119043,0.00898828,0.15119425,29894.40968037,28000.00000000,1894.40968037,0.06765749,0.04133041,0.03269489,0.28926411,0.24087571,0.39231378,0.17182208,-0.24054194,,2014,0.18675450,2015,-0.09300846,310277.24460475,73.02964688,2.61359115,0.00260820,0.23609171,0.09712478,0.23772990,0.09915805,,,0.52354301,0.15245928
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00935071,0.15134179,0.00890720,0.15134418,29884.90950374,28000.00000000,1884.90950374,0.06731820,0.04071899,0.03253487,0.28636070,0.24367144,0.38751659,0.15952963,-0.25524403,,2014,0.18316351,2015,-0.09017096,310655.57685338,51.89449421,2.62353853,0.00185337,0.35519960,0.14556003,0.11862658,0.04896489,,,0.52357235,0.15376399
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-01-03,2014-01-03,2017-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00882681,0.15155912,0.00879315,0.15155975,29848.56450460,28000.00000000,1848.56450460,0.06602016,0.03968712,0.03192233,0.28169433,0.24806588,0.38047045,0.14590559,-0.27200544,,2014,0.17951788,2015,-0.08778597,309802.74828125,31.03960260,2.62412026,0.00110856,0.47433016,0.19612875,,,,,0.52359447,0.15503791
SPY benchmark,sens,sens_2014-01-03,2014-01-03,2017-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00438271,0.01291590,0.00438454,0.01291736,33499.80664909,28000.00000000,5499.80664909,0.19642167,0.09003580,0.09085374,0.71601209,0.13296123,1.00816786,0.68389559,-0.13165139,334,2014,0.14166771,2017,0.00761185,27832.34356671,1.94826405,0.22339240,0.00006958,,,,,0.99561546,0.98708264,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-07-03,2014-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00760909,0.15202137,0.00762469,0.15202959,37447.85491997,28000.00000000,9447.85491997,0.33742339,0.10802372,0.14962261,0.55325146,0.23644500,0.75547413,0.49574533,-0.21790163,803,2017,0.37733386,2015,-0.10012326,262259.44219616,98.13236082,2.22172071,0.00350473,,,0.45683782,0.19907505,,,0.54253073,0.14906057
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-07-03,2014-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00922035,0.15222318,0.00884315,0.15222973,37484.59434214,28000.00000000,9484.59434214,0.33873551,0.10766249,0.15014637,0.55285300,0.23573504,0.75298615,0.47405236,-0.22711097,802,2017,0.37857215,2015,-0.09654997,262622.90892475,79.87257237,2.22911964,0.00285259,0.11250182,0.04538120,0.34261175,0.14899078,,,0.54256556,0.15021807
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-07-03,2014-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00962892,0.15235285,0.00922994,0.15235723,37495.39121232,28000.00000000,9495.39121232,0.33912111,0.10692179,0.15030022,0.54876597,0.23670277,0.74568721,0.44367253,-0.24099259,802,2017,0.37972707,2015,-0.09332968,262224.98638512,61.68101199,2.23101029,0.00220289,0.22628574,0.09575575,0.22821825,0.09917964,,,0.54258825,0.15141645
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-07-03,2014-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00940656,0.15249516,0.00896019,0.15249776,37477.49212057,28000.00000000,9477.49212057,0.33848186,0.10572958,0.15004515,0.54086220,0.23935142,0.73371688,0.41347296,-0.25571099,708,2017,0.38087683,2015,-0.09055212,261878.02404766,43.79751832,2.23455545,0.00156420,0.34098189,0.14591460,0.11385698,0.04906239,,,0.54261884,0.15268188
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2014-07-03,2014-07-03,2017-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00915299,0.15270515,0.00911904,0.15270592,37435.24020382,28000.00000000,9435.24020382,0.33697286,0.10419095,0.14944268,0.52997679,0.24359097,0.71793311,0.38245601,-0.27242597,708,2017,0.38202808,2015,-0.08811547,261739.62203576,26.22914474,2.24075666,0.00093676,0.45506429,0.19640789,,,,,0.54265154,0.15397163
SPY benchmark,sens,sens_2014-07-03,2014-07-03,2017-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00576080,0.01525139,0.00576265,0.01525306,34121.31391638,28000.00000000,6121.31391638,0.21861835,0.08742549,0.10053818,0.71534594,0.12899829,1.01635407,0.66806762,-0.13086324,334,2016,0.11607748,2015,0.00935580,27854.83213738,1.94983825,0.22731196,0.00006964,,,,,0.99423735,0.98474694,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-01-05,2015-01-05,2018-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00764047,0.15306392,0.00765206,0.15307356,46038.83945225,28000.00000000,18038.83945225,0.64424427,0.19968060,0.26306198,0.91998920,0.22567882,1.27874801,0.94405714,-0.21151325,708,2017,0.65321016,2015,-0.05320640,315371.42238200,119.12994183,2.42849139,0.00425464,,,0.45767436,0.19883355,,,0.54168424,0.14817709
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-01-05,2015-01-05,2018-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00951061,0.15320639,0.00906860,0.15321407,46376.54290462,28000.00000000,18376.54290462,0.65630510,0.20149431,0.26719349,0.92870114,0.22504116,1.28868150,0.90182830,-0.22342868,708,2017,0.66515449,2015,-0.05512555,315818.49835079,96.94476587,2.43403776,0.00346231,0.11252255,0.04487398,0.34314952,0.14926196,,,0.54171966,0.14932090
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-01-05,2015-01-05,2018-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00955772,0.15345930,0.00908547,0.15346497,46673.29422238,28000.00000000,18673.29422238,0.66690337,0.20265504,0.27080602,0.92960480,0.22613578,1.28781438,0.84513560,-0.23978997,708,2017,0.67703271,2015,-0.05768565,316747.74902791,74.90287003,2.44523970,0.00267510,0.22708697,0.09627845,0.22858751,0.09962632,,,0.54174539,0.15053263
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-01-05,2015-01-05,2018-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.01003699,0.15357432,0.00957374,0.15357779,46952.41773587,28000.00000000,18952.41773587,0.67687206,0.20351516,0.27418880,0.92420176,0.22893026,1.27872549,0.79437787,-0.25619440,708,2017,0.68893967,2015,-0.06056621,316856.11722399,53.07003635,2.45095758,0.00189536,0.34090172,0.14674614,0.11407733,0.04906057,,,0.54176017,0.15165037
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-01-05,2015-01-05,2018-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00871602,0.15385637,0.00868105,0.15385727,47195.96638987,28000.00000000,19195.96638987,0.68557023,0.20381945,0.27712855,0.91208579,0.23339260,1.26023596,0.74690699,-0.27288464,708,2017,0.70076612,2015,-0.06401310,316544.47071625,31.48408609,2.45503549,0.00112443,0.45639826,0.19700744,,,,,0.54180407,0.15281993
SPY benchmark,sens,sens_2015-01-05,2015-01-05,2018-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00411430,0.01320083,0.00411613,0.01320188,36963.34407119,28000.00000000,8963.34407119,0.32011943,0.12173159,0.14268402,1.00085559,0.12223691,1.43164617,0.92909020,-0.13102236,334,2017,0.21283765,2018,0.01347071,27846.71326110,1.94926993,0.22073388,0.00006962,,,,,0.99588387,0.98679812,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-07-06,2015-07-06,2018-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00773086,0.15458182,0.00773076,0.15459351,50748.14960630,28000.00000000,22748.14960630,0.81243391,0.25971434,0.31944045,1.11177038,0.23175685,1.56179417,1.25533013,-0.20688927,567,2017,0.65328846,2015,-0.05970648,397368.37196714,149.65821103,2.68772174,0.00534494,,,0.46311216,0.19892076,,,0.53625245,0.14659863
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-07-06,2015-07-06,2018-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00915360,0.15468685,0.00877054,0.15469617,50781.28465585,28000.00000000,22781.28465585,0.81361731,0.25840953,0.31981994,1.10280503,0.23296433,1.54528482,1.16502998,-0.22180505,567,2017,0.66513030,2015,-0.06291291,398398.73159922,122.00721339,2.69274983,0.00435740,0.11421236,0.04607948,0.34727229,0.14899441,,,0.53629330,0.14774044
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-07-06,2015-07-06,2018-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00919867,0.15498372,0.00879380,0.15498997,50774.64943582,28000.00000000,22774.64943582,0.81338034,0.25651631,0.31974396,1.08722093,0.23546929,1.51901164,1.06805761,-0.24017086,568,2017,0.67703370,2015,-0.06640433,399436.88689817,94.43937959,2.69974181,0.00337283,0.23006966,0.09704552,0.23128677,0.09951294,,,0.53632049,0.14891253
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-07-06,2015-07-06,2018-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00922635,0.15512507,0.00871567,0.15512879,50746.77470811,28000.00000000,22746.77470811,0.81238481,0.25429475,0.31942470,1.06657555,0.23921463,1.48620436,0.98355904,-0.25854549,568,2017,0.68890256,2015,-0.07022573,400235.39324627,67.08446764,2.70602773,0.00239587,0.34598151,0.14715597,0.11532514,0.04888499,,,0.53634174,0.15010864
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2015-07-06,2015-07-06,2018-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00933076,0.15542982,0.00928400,0.15543092,50690.01151707,28000.00000000,22690.01151707,0.81035755,0.25167242,0.31877417,1.04151387,0.24411403,1.44759653,0.90882993,-0.27691915,570,2017,0.70078261,2015,-0.07410308,400626.95603935,39.92682594,2.71086379,0.00142596,0.46117087,0.19641187,,,,,0.53637359,0.15129894
SPY benchmark,sens,sens_2015-07-06,2015-07-06,2018-07-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00558803,0.01469591,0.00558985,0.01469694,35701.12151646,28000.00000000,7701.12151646,0.27504005,0.11302775,0.12451642,0.88601458,0.13034921,1.22858401,0.86601342,-0.13051501,274,2017,0.21250006,2015,-0.00427988,27971.17442927,1.95798221,0.21572999,0.00006993,,,,,0.99441015,0.98530306,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2019-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00817037,0.15591817,0.00818083,0.15593185,43533.36215574,28000.00000000,15533.36215574,0.55476293,0.24460620,0.23163664,1.04590517,0.23630604,1.44615199,1.04188405,-0.23477296,,2017,0.65331210,2019,-0.01358004,416610.94441432,157.95702505,2.43752282,0.00564132,,,0.47237448,0.19951433,,,0.52714200,0.12398813
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2019-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.01005792,0.15620966,0.00967217,0.15622055,43108.81685437,28000.00000000,15108.81685437,0.53960060,0.23965790,0.22619532,1.02432186,0.23772984,1.41306462,1.00061124,-0.23951150,,2017,0.66516888,2019,-0.01281305,418457.23383784,128.84102663,2.44434304,0.00460147,0.11616238,0.04698388,0.35415447,0.14893271,,,0.52714720,0.12490035
VT TQQQ/BIL50+BTAL50 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2019-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL50+BTAL50,0.00996337,0.15646757,0.00950848,0.15647559,42661.43352370,28000.00000000,14661.43352370,0.52362263,0.23424818,0.22041885,0.99755450,0.24036108,1.37271425,0.95841511,-0.24441202,,2017,0.67703846,2019,-0.01204652,420100.20932174,99.85161969,2.45143215,0.00356613,0.23460447,0.09726960,0.23591009,0.09925327,,,0.52716857,0.12579377
VT TQQQ/BIL75+BTAL25 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2019-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL75+BTAL25,0.00998128,0.15659707,0.00960090,0.15660140,42194.67981168,28000.00000000,14194.67981168,0.50695285,0.22853215,0.21434497,0.96675349,0.24418371,1.32705826,0.91628453,-0.24941177,,2017,0.68888271,2019,-0.01129734,421366.23925955,70.81462395,2.45698551,0.00252909,0.35259780,0.14455282,0.11778875,0.04943356,,,0.52720050,0.12686540
VT TQQQ/BIL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-01-04,2016-01-04,2019-01-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL,0.00992423,0.15689652,0.00987115,0.15689780,41720.03860904,28000.00000000,13720.03860904,0.49000138,0.22258426,0.20811793,0.93312736,0.24908977,1.27788860,0.86001242,-0.25881517,,2017,0.70079455,2019,-0.01053770,422295.35866084,41.82905162,2.46139225,0.00149389,0.47048791,0.19480059,,,,,0.52720902,0.12777559
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2019-01-03,true,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,,0.00544467,0.01116430,0.00544645,0.01116527,31579.56345844,28000.00000000,3579.56345844,0.12784155,0.08494395,0.06056092,0.69484511,0.12951665,0.94939750,0.43881259,-0.19357683,,2017,0.21255274,2018,-0.04781253,27974.95143819,1.95824660,0.20621068,0.00006994,,,,,0.99455355,0.98883473,,
VT TQQQ/BTAL t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2019-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BTAL,0.00731604,0.11996532,0.00730719,0.11996930,44380.84134322,28000.00000000,16380.84134322,0.58503005,0.27940457,0.24296744,1.12833633,0.24539479,1.54679452,1.18560722,-0.23566369,,2017,0.65319889,2016,0.05928681,469932.28110402,177.58606334,2.69513260,0.00634236,,,0.45029193,0.19838860,,,0.54911487,0.12347878
VT TQQQ/BIL25+BTAL75 t20 w0-80 QQQ:VOL_EWMA80 gate QQQ<SMA200,sens,sens_2016-07-05,2016-07-05,2019-07-03,false,true,"{""*"": 6, ""BIL"": 0.5, ""BTAL"": 6, ""DBMF"": 2.5, ""KMLM"": 6, ""QQQ"": 1, ""SPY"": 0.7, ""TQQQ"": 1.5}",0.03000000,tests/data/2026-08-24-net15,BIL25+BTAL75,0.00892834,0.12022637,0.00857772,0.12023129,44828.76258697,28000.00000000,16828.76258697,0.60102724,0.28791319,0.24860184,1.14931810,0.24705439,1.57418268,1.20038332,-0.23985104,,2017,0.66515873,2016,0.07838340,476521.27057689,146.40762085,2.70052245,0.00522884,0.11088146,0.04638322,0.33766890,0.14845322,,,0.54915317,0.12443331
